ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM3_PCODE,ADM3_EN,ADM4_PCODE,ADM4_EN,T_TL_2009,T_TL_2010,T_TL_2011,T_TL_2012,T_TL_2013,T_TL_2014,T_TL_2015,T_TL_2016,T_TL_2017,T_TL
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005005,Alarobia Amboniloha,8365,8596,8832,9074,9321,9574,9833,10098,10371,10651
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005006,Ivandry,16817,17281,17757,18243,18740,19248,19768,20301,20849,21412
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005007,Ambodivoanjo Ambohijatovo Fara,10400,10687,10981,11282,11589,11903,12225,12555,12894,13242
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005008,Analamahitsy Cite,3272,3362,3455,3550,3646,3745,3846,3950,4057,4166
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005009,Analamahitsy Tanana,17072,17543,18026,18520,19024,19540,20067,20609,21166,21737
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005010,Ambatobe,6561,6742,6928,7117,7311,7509,7712,7920,8134,8354
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005011,Amboditsiry,14316,14711,15116,15530,15953,16385,16828,17282,17749,18228
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005012,Manjakaray IIc,13621,13997,14382,14776,15178,15590,16011,16443,16887,17343
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005013,Manjakaray IIb,7527,7735,7948,8165,8388,8615,8848,9087,9332,9584
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005014,Manjakaray IId,8249,8477,8710,8949,9192,9441,9696,9958,10227,10503
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005015,Anjanahary IIs,6357,6532,6712,6896,7084,7276,7472,7674,7881,8094
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005016,Anjanahary IIo,8149,8374,8604,8840,9081,9327,9579,9837,10103,10376
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005017,Anjanahary IIa,3847,3953,4062,4173,4287,4403,4522,4644,4769,4898
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005018,Anjanahary IIn,12287,12626,12973,13329,13692,14063,14443,14833,15233,15644
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005019,Nanisana Iadiambola,17639,18126,18624,19135,19656,20189,20734,21294,21868,22459
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005020,Ankerana Ankadindramamy,17281,17758,18246,18747,19257,19779,20313,20861,21425,22003
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005021,Ambohidahy,6700,6885,7074,7268,7466,7668,7876,8088,8307,8531
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005022,Ambatokaranana,9665,9932,10205,10485,10770,11062,11361,11667,11982,12306
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005023,Ambohimirary,11575,11894,12222,12557,12898,13248,13606,13973,14350,14738
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005024,Ampanotokana,9896,10169,10449,10735,11027,11326,11632,11946,12269,12600
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005025,Tsarahonenana,12680,13030,13388,13755,14130,14513,14905,15307,15720,16145
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005026,Andraisoro,19335,19869,20415,20975,21546,22130,22727,23341,23971,24618
MG,Madagascar,MG11,Analamanga,MG11101005A,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005027,Ambatomaro Antsobolo,12264,12602,12949,13304,13666,14037,14416,14805,15205,15615
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006001,Anosisoa,4600,4727,4857,4990,5126,5265,5407,5553,5703,5857
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006002,Avaratanana,8632,8870,9114,9364,9619,9880,10147,10420,10702,10991
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006003,Ampefiloha Ankeniheny,1174,1206,1240,1274,1308,1344,1380,1417,1456,1495
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006004,Ambatolampy,4652,4780,4912,5047,5184,5324,5468,5616,5767,5923
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006005,Andranomena,6284,6457,6635,6817,7002,7192,7387,7586,7791,8001
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006006,Ambohidroa,2773,2850,2928,3008,3090,3174,3260,3348,3438,3531
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006007,Ampandriambehivavy,847,870,894,919,944,969,996,1022,1050,1078
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006008,Ambaravarankazo,908,933,959,985,1012,1039,1067,1096,1126,1156
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006009,Amboavahy,4069,4181,4296,4414,4534,4657,4783,4912,5045,5181
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006010,Avaratetezana,3669,3770,3874,3980,4089,4199,4313,4429,4549,4672
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006011,Amorona,634,651,669,688,706,726,745,765,786,807
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006012,Ambodimita,9387,9646,9911,10183,10460,10744,11034,11332,11638,11952
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006013,Ambodivona,3502,3599,3698,3799,3902,4008,4116,4228,4342,4459
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006014,Anosibe Zaivola,827,850,873,897,922,947,972,998,1025,1053
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006015,Antanjombe Avaratra,3012,3095,3180,3267,3356,3447,3540,3636,3734,3835
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006016,Antanety Avaratra,4823,4956,5092,5232,5374,5520,5669,5822,5979,6141
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006017,Ambohimanandray,2907,2987,3069,3154,3239,3327,3417,3509,3604,3701
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006018,Anosivavaka,6770,6957,7148,7344,7544,7749,7958,8173,8393,8620
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006019,Antanjombe Ambony,2264,2326,2390,2456,2523,2591,2661,2733,2807,2883
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006020,Anjanakomboro,1295,1331,1367,1405,1443,1482,1522,1563,1606,1649
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006021,Antsararay,4012,4123,4236,4352,4471,4592,4716,4843,4974,5108
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006022,Ambohimiadana Avaratra,5200,5344,5491,5641,5795,5952,6112,6277,6447,6621
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006023,Ambohimitsinjo,2571,2642,2715,2789,2865,2943,3022,3104,3187,3274
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006024,Antanety Atsimo,6344,6519,6698,6882,7069,7261,7457,7658,7865,8078
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006025,Ambohimiadana Atsimo,2899,2979,3061,3145,3230,3318,3408,3500,3594,3691
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006026,Ambohimandroso,5431,5581,5734,5892,6052,6216,6384,6556,6733,6915
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006027,Betafo,3268,3358,3451,3545,3642,3740,3841,3945,4052,4161
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006028,Ambodivonkely,2006,2061,2118,2176,2235,2296,2358,2422,2487,2554
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006029,Ambodihady,10649,10943,11244,11552,11867,12188,12517,12855,13202,13559
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006030,Andraharo,1850,1901,1953,2007,2062,2117,2175,2233,2294,2356
MG,Madagascar,MG11,Analamanga,MG11101006A,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006031,Ankazomanga Atsimo,10343,10628,10921,11220,11526,11838,12158,12486,12823,13169
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010001,Alasora,3177,3265,3354,3446,3540,3636,3734,3835,3939,4045
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010002,Ankazobe,975,1002,1029,1058,1086,1116,1146,1177,1209,1241
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010003,Mandikanamana,564,580,596,612,628,646,663,681,699,718
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010004,Sud Ambohipo,1987,2042,2098,2156,2214,2274,2336,2399,2463,2530
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010005,Mahitsy,1660,1706,1753,1801,1850,1900,1951,2004,2058,2114
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010006,Ankadindratombo,4323,4442,4565,4690,4817,4948,5081,5219,5360,5504
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010007,Est Mahazoarivo,4012,4123,4236,4352,4471,4592,4716,4843,4974,5108
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010008,Ambodivoanjo,1683,1729,1777,1826,1875,1926,1978,2032,2087,2143
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010009,Ambohidrazaka,1988,2043,2099,2157,2215,2275,2337,2400,2465,2531
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010010,Mahatsinjo,1652,1698,1744,1792,1841,1891,1942,1994,2048,2103
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010011,Ambatomalaza,2025,2081,2138,2197,2257,2318,2380,2445,2511,2578
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010012,Ankadiaivo,1872,1924,1977,2031,2086,2143,2200,2260,2321,2384
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010013,Amboaroy,3844,3950,4059,4170,4284,4400,4518,4640,4766,4894
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010014,Ambohitanety,796,818,840,864,887,911,936,961,987,1014
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010015,Ampahibato,2040,2096,2154,2213,2273,2335,2398,2463,2529,2597
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010016,Ambohimarina,1008,1036,1064,1093,1123,1154,1185,1217,1250,1283
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010017,Ambodivondava,2798,2875,2954,3035,3118,3202,3289,3378,3469,3563
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010018,Miadana,1899,1951,2005,2060,2116,2174,2232,2292,2354,2418
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010019,Mendrikolovana,1534,1576,1620,1664,1709,1756,1803,1852,1902,1953
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102010,Alasora,MG11102010020,Ambohitromby,839,862,886,910,935,960,986,1013,1040,1068
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039001,Ankadikely,7895,8113,8336,8565,8798,9036,9280,9531,9788,10052
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039002,Antsahamarofoza,711,731,751,771,792,814,836,858,881,905
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039003,Andranovelona,905,930,956,982,1008,1036,1064,1093,1122,1152
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039004,Ambohipanja,4247,4364,4484,4607,4733,4861,4992,5127,5265,5408
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039005,Ambohitraina,782,804,826,848,871,895,919,944,970,996
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039006,Belanitra,6233,6405,6581,6762,6946,7134,7327,7524,7728,7936
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039007,Antsampandrano,1442,1482,1523,1564,1607,1650,1695,1741,1788,1836
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039008,Antanandrano,4415,4537,4662,4789,4920,5053,5190,5330,5474,5621
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039009,Ilafy,5900,6063,6230,6400,6575,6753,6935,7122,7315,7512
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039010,Manjaka,3823,3929,4037,4147,4260,4376,4494,4615,4740,4868
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039011,Andafiavaratra,6561,6742,6928,7117,7311,7509,7712,7920,8134,8354
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039012,Ambohitrarahaba,12981,13339,13706,14082,14465,14857,15259,15671,16094,16528
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039013,Manazary,1019,1047,1076,1105,1136,1166,1198,1230,1263,1297
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039014,Andrononobe,8553,8789,9031,9278,9531,9789,10054,10325,10604,10890
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039015,Mandrosoa Ilafy,7660,7871,8088,8310,8536,8767,9004,9247,9497,9753
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039016,Masinandriana,1365,1403,1441,1481,1521,1562,1604,1648,1692,1738
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102039,Ankadikely Ilafy,MG11102039017,Ambohibe,846,869,893,918,943,968,994,1021,1049,1077
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050001,Ambohimanambola Gara,1515,1557,1600,1643,1688,1734,1781,1829,1878,1929
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050002,Ambohimahatsinjo,1527,1569,1612,1657,1702,1748,1795,1843,1893,1944
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050003,Ambohipeno,1092,1122,1153,1185,1217,1250,1284,1318,1354,1390
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050004,Iharamy,578,594,610,627,644,662,679,698,717,736
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050005,Ampahimanga,3430,3525,3622,3721,3822,3926,4032,4141,4252,4367
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050006,Antanetibe,483,496,510,524,538,553,568,583,599,615
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050007,Ambohibato,1109,1140,1171,1203,1236,1269,1304,1339,1375,1412
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050008,Tanjonandriana,960,986,1014,1041,1070,1099,1128,1159,1190,1222
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050009,Ambohimanambola Firaisana,1466,1506,1548,1590,1634,1678,1723,1770,1818,1867
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102050,Ambohimanambola,MG11102050010,Andramanonga,1100,1130,1161,1193,1226,1259,1293,1328,1364,1401
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079001,Atsinanantsena,5275,5421,5570,5722,5878,6038,6201,6368,6540,6716
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079002,Isahafa,1056,1085,1115,1146,1177,1209,1241,1275,1309,1345
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079003,Lazaina,1871,1923,1976,2030,2085,2141,2199,2259,2320,2382
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079004,Ambohitrinimanga,2147,2206,2267,2329,2392,2457,2524,2592,2662,2734
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079005,Faravohitra,1220,1254,1288,1323,1359,1396,1434,1473,1513,1553
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079006,Anosimiarinimerina,2820,2898,2978,3059,3142,3228,3315,3404,3496,3591
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079007,Andidiana,1332,1369,1406,1445,1484,1525,1566,1608,1651,1696
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079008,Ambohibary,1409,1448,1488,1528,1570,1613,1656,1701,1747,1794
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079009,Ambatofotsy,2095,2153,2212,2273,2335,2398,2463,2529,2597,2667
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079010,Ambodivona,791,813,835,858,881,905,930,955,981,1007
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079011,Ambohidrano,1017,1045,1074,1103,1133,1164,1195,1228,1261,1295
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079012,Antsofinondry,1296,1332,1368,1406,1444,1483,1523,1565,1607,1650
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079013,Amorondria,2675,2749,2824,2902,2981,3062,3144,3229,3316,3406
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079014,Manarintsoa,1743,1791,1840,1891,1942,1995,2049,2104,2161,2219
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079015,Antsahatsiresy,3536,3634,3734,3836,3940,4047,4156,4269,4384,4502
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079016,Namehana,1679,1725,1773,1821,1871,1922,1974,2027,2082,2138
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079017,Tsarafara,6241,6413,6590,6770,6955,7143,7336,7534,7737,7946
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079018,Ambohinaorina,5204,5348,5495,5645,5799,5956,6117,6282,6452,6626
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079019,Botona,725,745,766,786,808,830,852,875,899,923
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079020,Andrefantsena,5155,5297,5443,5592,5744,5900,6059,6223,6391,6564
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079021,Beravina,1378,1416,1455,1495,1536,1577,1620,1664,1708,1755
MG,Madagascar,MG11,Analamanga,MG11102,Antananarivo Avaradrano,MG11102079,Sabotsy Namehana,MG11102079022,Soaniadanana,5900,6063,6230,6400,6575,6753,6935,7122,7315,7512
